Territory,Topic,Category,Location,Impact,Reference,Units,Value
Albania,Water Pollution,Cadmium,Freshwaster,Health,Water Pollution_Cadmium_Freshwaster_Health,$/kg,323.50
Albania,Water Pollution,Cadmium,Seawater,Health,Water Pollution_Cadmium_Seawater_Health,$/kg,46.92
Albania,Water Pollution,Cadmium,Unspecified,Health,Water Pollution_Cadmium_Unspecified_Health,$/kg,285.40
Albania,Water Pollution,Chromium,Freshwaster,Health,Water Pollution_Chromium_Freshwaster_Health,$/kg,696.27
Albania,Water Pollution,Chromium,Seawater,Health,Water Pollution_Chromium_Seawater_Health,$/kg,15.51
Albania,Water Pollution,Chromium,Unspecified,Health,Water Pollution_Chromium_Unspecified_Health,$/kg,602.49
Albania,Water Pollution,Cobalt,Freshwaster,Health,Water Pollution_Cobalt_Freshwaster_Health,$/kg,0.00
Albania,Water Pollution,Cobalt,Seawater,Health,Water Pollution_Cobalt_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Cobalt,Unspecified,Health,Water Pollution_Cobalt_Unspecified_Health,$/kg,0.00
Albania,Water Pollution,Copper,Freshwaster,Health,Water Pollution_Copper_Freshwaster_Health,$/kg,0.01
Albania,Water Pollution,Copper,Seawater,Health,Water Pollution_Copper_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Copper,Unspecified,Health,Water Pollution_Copper_Unspecified_Health,$/kg,0.01
Albania,Water Pollution,Lead,Freshwaster,Health,Water Pollution_Lead_Freshwaster_Health,$/kg,1.26
Albania,Water Pollution,Lead,Seawater,Health,Water Pollution_Lead_Seawater_Health,$/kg,0.05
Albania,Water Pollution,Lead,Unspecified,Health,Water Pollution_Lead_Unspecified_Health,$/kg,1.09
Albania,Water Pollution,Mercury,Freshwaster,Health,Water Pollution_Mercury_Freshwaster_Health,$/kg,239.46
Albania,Water Pollution,Mercury,Seawater,Health,Water Pollution_Mercury_Seawater_Health,$/kg,100.06
Albania,Water Pollution,Mercury,Unspecified,Health,Water Pollution_Mercury_Unspecified_Health,$/kg,220.25
Albania,Water Pollution,Molybdenum,Freshwaster,Health,Water Pollution_Molybdenum_Freshwaster_Health,$/kg,23.35
Albania,Water Pollution,Molybdenum,Seawater,Health,Water Pollution_Molybdenum_Seawater_Health,$/kg,0.08
Albania,Water Pollution,Molybdenum,Unspecified,Health,Water Pollution_Molybdenum_Unspecified_Health,$/kg,20.14
Albania,Water Pollution,Nickel,Freshwaster,Health,Water Pollution_Nickel_Freshwaster_Health,$/kg,101.08
Albania,Water Pollution,Nickel,Seawater,Health,Water Pollution_Nickel_Seawater_Health,$/kg,4.85
Albania,Water Pollution,Nickel,Unspecified,Health,Water Pollution_Nickel_Unspecified_Health,$/kg,87.82
Albania,Water Pollution,Silver,Freshwaster,Health,Water Pollution_Silver_Freshwaster_Health,$/kg,131.02
Albania,Water Pollution,Silver,Seawater,Health,Water Pollution_Silver_Seawater_Health,$/kg,0.97
Albania,Water Pollution,Silver,Unspecified,Health,Water Pollution_Silver_Unspecified_Health,$/kg,113.10
Albania,Water Pollution,Thallium,Freshwaster,Health,Water Pollution_Thallium_Freshwaster_Health,$/kg,92.42
Albania,Water Pollution,Thallium,Seawater,Health,Water Pollution_Thallium_Seawater_Health,$/kg,5.25
Albania,Water Pollution,Thallium,Unspecified,Health,Water Pollution_Thallium_Unspecified_Health,$/kg,80.41
Albania,Water Pollution,Vanadium,Freshwaster,Health,Water Pollution_Vanadium_Freshwaster_Health,$/kg,17.02
Albania,Water Pollution,Vanadium,Seawater,Health,Water Pollution_Vanadium_Seawater_Health,$/kg,1.26
Albania,Water Pollution,Vanadium,Unspecified,Health,Water Pollution_Vanadium_Unspecified_Health,$/kg,14.85
Albania,Water Pollution,Zinc,Freshwaster,Health,Water Pollution_Zinc_Freshwaster_Health,$/kg,3.51
Albania,Water Pollution,Zinc,Seawater,Health,Water Pollution_Zinc_Seawater_Health,$/kg,2.43
Albania,Water Pollution,Zinc,Unspecified,Health,Water Pollution_Zinc_Unspecified_Health,$/kg,3.36
Albania,Water Pollution,"Analgesics, anesthetics & NSAIDs",Freshwaster,Health,"Water Pollution_Analgesics, anesthetics & NSAIDs_Freshwaster_Health",$/kg,1.99
Albania,Water Pollution,"Analgesics, anesthetics & NSAIDs",Seawater,Health,"Water Pollution_Analgesics, anesthetics & NSAIDs_Seawater_Health",$/kg,0.03
Albania,Water Pollution,"Analgesics, anesthetics & NSAIDs",Unspecified,Health,"Water Pollution_Analgesics, anesthetics & NSAIDs_Unspecified_Health",$/kg,1.72
Albania,Water Pollution,Antibiotics,Seawater,Health,Water Pollution_Antibiotics_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Antibiotics,Unspecified,Health,Water Pollution_Antibiotics_Unspecified_Health,$/kg,0.08
Albania,Water Pollution,Anticoagulants,Freshwaster,Health,Water Pollution_Anticoagulants_Freshwaster_Health,$/kg,6.92
Albania,Water Pollution,Anticoagulants,Seawater,Health,Water Pollution_Anticoagulants_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Anticoagulants,Unspecified,Health,Water Pollution_Anticoagulants_Unspecified_Health,$/kg,5.97
Albania,Water Pollution,Antihelminthics,Freshwaster,Health,Water Pollution_Antihelminthics_Freshwaster_Health,$/kg,0.02
Albania,Water Pollution,Antihelminthics,Seawater,Health,Water Pollution_Antihelminthics_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Antihelminthics,Unspecified,Health,Water Pollution_Antihelminthics_Unspecified_Health,$/kg,0.02
Albania,Water Pollution,Antihyperlipidemic agents,Freshwaster,Health,Water Pollution_Antihyperlipidemic agents_Freshwaster_Health,$/kg,0.05
Albania,Water Pollution,Antihyperlipidemic agents,Seawater,Health,Water Pollution_Antihyperlipidemic agents_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Antihyperlipidemic agents,Unspecified,Health,Water Pollution_Antihyperlipidemic agents_Unspecified_Health,$/kg,0.05
Albania,Water Pollution,Beta-agonists,Freshwaster,Health,Water Pollution_Beta-agonists_Freshwaster_Health,$/kg,0.07
Albania,Water Pollution,Beta-agonists,Seawater,Health,Water Pollution_Beta-agonists_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Beta-agonists,Unspecified,Health,Water Pollution_Beta-agonists_Unspecified_Health,$/kg,0.06
Albania,Water Pollution,Beta-blockers,Freshwaster,Health,Water Pollution_Beta-blockers_Freshwaster_Health,$/kg,0.01
Albania,Water Pollution,Beta-blockers,Seawater,Health,Water Pollution_Beta-blockers_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Beta-blockers,Unspecified,Health,Water Pollution_Beta-blockers_Unspecified_Health,$/kg,0.01
Albania,Water Pollution,Contrast agents,Freshwaster,Health,Water Pollution_Contrast agents_Freshwaster_Health,$/kg,0.01
Albania,Water Pollution,Contrast agents,Seawater,Health,Water Pollution_Contrast agents_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Contrast agents,Unspecified,Health,Water Pollution_Contrast agents_Unspecified_Health,$/kg,0.00
Albania,Water Pollution,Diuretics,Freshwaster,Health,Water Pollution_Diuretics_Freshwaster_Health,$/kg,0.03
Albania,Water Pollution,Diuretics,Seawater,Health,Water Pollution_Diuretics_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Diuretics,Unspecified,Health,Water Pollution_Diuretics_Unspecified_Health,$/kg,0.03
Albania,Water Pollution,Psychiatric drugs,Freshwaster,Health,Water Pollution_Psychiatric drugs_Freshwaster_Health,$/kg,0.04
Albania,Water Pollution,Psychiatric drugs,Seawater,Health,Water Pollution_Psychiatric drugs_Seawater_Health,$/kg,0.00
